and CC --- O
moved VBD --- O
east RB --- O
across IN --- O
the DT --- O
city NN --- O
, , --- O
downing VBG --- O
power NN --- B.dmg.prop
lines NNS --- I.dmg.prop
and CC --- O
trees NNS --- B.dmg.prop
, , --- O
and CC --- O
damaging VBG --- O
properties NNS --- B.dmg.prop
. . --- O
<utt>
the DT --- O
heavy JJ --- O
rain NN --- O
looks VBZ --- O
set VBN --- O
to TO --- O
continue VB --- O
through IN --- O
the DT --- O
rest NN --- O
of IN --- O
this DT --- O
week NN --- O
. . --- O
<utt>
flooding VBG --- B.event.flood
water NN --- I.event.flood
in IN --- O
marikina NNP LOCATION B.loc.focus
, , --- O
east NN --- B.loc.focus
of IN --- I.loc.focus
manila NNP LOCATION I.loc.focus
, , --- O
philippines NNPS LOCATION B.loc.focus
on IN --- O
13 CD --- B.time
august NNP DATE I.time
. . --- O
<utt>
photograph NN --- O
: : --- O
francis NNP ORGANIZATION O
r NNP ORGANIZATION O
malasig NNP ORGANIZATION O
/ NNP ORGANIZATION O
epa NNP ORGANIZATION O
meanwhile RB --- O
, , --- O
it PRP --- O
has VBZ --- O
often RB --- O
been VBN --- O
sweltering VBG --- O
in IN --- O
south NNP LOCATION O
korea NNP LOCATION O
this DT --- O
summer NN DATE O
, , --- O
and CC --- O
another DT --- O
heatwave NN --- O
has VBZ --- O
been VBN --- O
affecting VBG --- O
the DT --- O
country NN --- O
in IN --- O
recent JJ --- O
days NNS --- O
. . --- O
<utt>
temperatures NNS --- O
have VBP --- O
been VBN --- O
regularly RB --- O
reaching VBG --- O
the DT --- O
mid NN --- O
-30 NNP --- O
s NN --- O
celsius NN --- O
during IN --- O
the DT --- O
daytime NN --- O
and CC --- O
often RB --- O
remaining VBG --- O
above IN --- O
25 CD --- O
c NNP --- O
overnight NN --- O
. . --- O
<utt>
tropical JJ --- O
storm NNP --- O
chanthu NNP --- O
approached VBD --- O
japan NNP LOCATION O
from IN --- O
the DT --- O
south-east NN --- O
over IN --- O
the DT --- O
past JJ --- O
few JJ --- O
days NNS --- O
, , --- O
but CC --- O
veered VBD --- O
to TO --- O
the DT --- O
north NN --- O
at IN --- O
the DT --- O
last JJ --- O
moment NN --- O
, , --- O
brushing VBG --- O
the DT --- O
coast NN --- O
of IN --- O
honshu NNP LOCATION O
and CC --- O
weakening VBG --- O
as IN --- O
it PRP --- O
headed VBD --- O
towards NNS --- O
hokkaido NNP --- O
. . --- O
<utt>
typhoon NNP --- B.event.flood
nona NNP PERSON I.event.flood
paralyses VBZ PERSON O
central JJ LOCATION B.loc.other
philippines NNPS LOCATION I.loc.other
. . --- O
<utt>
the DT --- O
very RB --- O
mild JJ --- O
start NN --- O
to TO --- O
winter VB --- O
across IN --- O
the DT --- O
uk NNP --- O
and CC --- O
the DT --- O
rest NN --- O
of IN --- O
europe NNP LOCATION O
has VBZ --- O
been VBN --- O
mirrored VBN --- O
on IN --- O
the DT --- O
other JJ --- O
side NN --- O
of IN --- O
the DT --- O
atlantic NNP LOCATION O
. . --- O
<utt>
much JJ --- O
of IN --- O
northern JJ --- O
and CC --- O
eastern JJ --- O
us NNP LOCATION O
, , --- O
along IN --- O
with IN --- O
parts NNS --- O
of IN --- O
canada NNP LOCATION O
, , --- O
have VBP --- O
had VBN --- O
temperatures NNS --- O
of IN --- O
around IN --- O
10 CD --- O
-15 NNP --- O
c NNP --- O
– NNP --- O
above IN --- O
average NN --- O
for IN --- O
this DT --- O
time NN --- O
of IN --- O
year NN --- O
. . --- O
<utt>
last JJ --- O
weekend NN --- O
was VBD --- O
particularly RB --- O
warm JJ --- O
, , --- O
with IN --- O
dozens NNS --- O
of IN --- O
date-temperature NN --- O
records NNS --- O
broken VBN --- O
. . --- O
<utt>
further RB --- O
south RB --- O
in IN --- O
the DT --- O
us NNP LOCATION O
an DT --- O
active JJ --- O
storm NN --- O
system NN --- O
in IN --- O
east JJ --- O
texas NNP LOCATION O
spawned VBD --- O
an DT --- O
outbreak NN --- O
of IN --- O
tornadoes NNS --- O
last JJ DATE O
saturday NNP DATE O
, , --- O
damaging VBG --- O
more JJR --- O
than IN --- O
50 CD --- O
homes NNS --- O
and CC --- O
derailing VBG --- O
a DT --- O
train NN --- O
. . --- O
<utt>
related VBN --- O
: : --- O
typhoon NN --- B.event.flood
melor NN --- I.event.flood
: : --- O
three CD --- B.dmg.ppl.kill
people NNS --- O
dead JJ --- O
as IN --- O
storm NN --- O
lashes VBZ --- O
the DT --- O
philippines NNPS LOCATION B.loc.focus
meanwhile RB LOCATION O
, , --- O
a DT --- O
powerful JJ --- O
typhoon NN --- B.event.flood
this DT --- B.time
week NN --- I.time
crossed VBD --- O
the DT --- O
central JJ --- B.loc.focus
philippines NNPS LOCATION I.loc.focus
bringing VBG --- O
damaging VBG --- O
winds NNS --- O
and CC --- O
torrential JJ --- O
rain NN --- O
. . --- O
<utt>
typhoon NNP --- B.event.flood
melor NNP --- I.event.flood
, , --- O
called VBD --- O
nona NNP PERSON B.event.flood
in IN --- O
the DT LOCATION O
philippines NNPS LOCATION B.loc.focus
, , --- O
made VBD --- O
landfall NN --- B.event.flood
monday NNP DATE B.time
after IN --- O
rapidly RB --- O
intensifying VBG --- O
in IN --- O
strength NN --- O
. . --- O
<utt>
this DT --- O
slow JJ --- O
moving VBG --- O
typhoon NN --- O
weakened VBD --- O
, , --- O
then RB --- O
re-intensified JJ --- O
again RB --- O
before IN --- O
passing VBG --- O
just RB --- O
to TO --- O
the DT --- O
south NN --- O
of IN --- O
manila NNP LOCATION O
, , --- O
and CC --- O
lingering VBG --- O
close JJ --- O
to TO --- O
south-west JJ --- O
luzon NNP LOCATION O
on IN --- O
wednesday NNP DATE O
. . --- O
<utt>
the DT --- O
typhoon NN --- O
led VBD --- O
to TO --- O
maximum VB --- O
sustained JJ --- O
winds NNS --- O
of IN --- O
about IN --- O
145 CD --- O
mph NN --- O
at IN --- O
its PRP$ --- O
peak NN --- O
, , --- O
but CC --- O
the DT --- O
strongest JJS --- O
winds NNS --- O
affected VBD --- O
only RB --- O
a DT --- O
comparatively RB --- O
small JJ --- O
area NN --- O
. . --- O
<utt>
heavy NNP --- O
rainfall NN --- O
was VBD --- O
more RBR --- O
widespread JJ --- O
, , --- O
and CC --- O
due JJ --- O
to TO --- O
the DT --- O
typhoon NN --- O
’ NNP --- O
s VBZ --- O
rather RB --- O
slow JJ --- O
forward RB --- O
speed NN --- O
, , --- O
much JJ --- O
rain NN --- O
occurred VBD --- O
even RB --- O
as IN --- O
the DT --- O
storm NN --- O
weakened VBD --- O
, , --- O
with IN --- O
more JJR --- O
than IN --- O
300 CD --- O
mm NN --- O
of IN --- O
rainfall NN --- O
in IN --- O
places NNS --- O
. . --- O
<utt>
power NNP --- O
supply NN --- O
was VBD --- O
cut VBN --- O
to TO --- O
large JJ --- O
areas NNS --- O
of IN --- O
the DT --- O
central JJ LOCATION B.loc.focus
philippines NNPS LOCATION I.loc.focus
and CC --- O
almost RB --- B.dmg.ppl.evac
800,000 CD --- I.dmg.ppl.evac
people NNS --- O
were VBD --- O
evacuated VBN --- O
from IN --- O
the DT --- O
storm NN --- O
’ NNP --- O
s VBZ --- O
path NN --- O
. . --- O
<utt>
parts NNS --- O
of IN --- O
new NNP LOCATION O
zealand NNP LOCATION O
’ NNP --- O
s VBD --- O
south NNP LOCATION O
island NNP LOCATION O
were VBD --- O
hit VBN --- O
by IN --- O
severe JJ --- O
summer NN DATE O
thunderstorms NNS --- O
on IN --- O
sunday NNP DATE O
. . --- O
<utt>
tornadoes NNS --- O
caused VBD --- O
damage NN --- O
to TO --- O
crops NNS --- O
, , --- O
and CC --- O
christchurch NNP LOCATION O
got VBD --- O
a DT --- O
large JJ --- O
amount NN --- O
of IN --- O
hail NN --- O
along IN --- O
with IN --- O
torrential JJ --- O
rain NN --- O
and CC --- O
flooding NN --- O
in IN --- O
places NNS --- O
. . --- O
<utt>
typhoon NN --- B.event.flood
hagupit NN --- I.event.flood
: : --- O
at IN --- B.dmg.ppl.kill
least JJS --- I.dmg.ppl.kill
three CD --- I.dmg.ppl.kill
dead JJ --- O
and CC --- O
a DT --- O
million CD --- B.dmg.ppl.evac
evacuated VBN --- O
in IN --- O
philippines NNPS LOCATION B.loc.focus
. . --- O
<utt>
at IN --- B.dmg.ppl.kill
least JJS --- I.dmg.ppl.kill
three CD --- I.dmg.ppl.kill
people NNS --- O
have VBP --- O
been VBN --- O
killed VBN --- O
and CC --- O
over IN --- B.dmg.ppl.evac
a DT --- I.dmg.ppl.evac
million CD --- I.dmg.ppl.evac
evacuated VBN --- O
after IN --- O
typhoon NN --- B.event.flood
hagupit NNP --- I.event.flood
tore RB --- O
into IN --- O
the DT --- O
philippines NNPS LOCATION B.loc.focus
this DT DATE B.time
weekend NN DATE I.time
, , --- O
causing VBG --- O
landslides NNS --- O
, , --- O
pummelling VBG --- O
houses NNS --- B.dmg.prop
and CC --- O
stirring VBG --- O
up RP --- O
gusts NNS --- O
of IN --- O
170 CD --- O
kph NNS --- O
( ( --- O
106 CD --- O
mph NN --- O
) ) --- O
across IN --- O
the DT --- O
country NN --- O
’ VBD --- O
s JJ --- O
central JJ --- B.loc.focus
islands NNS --- I.loc.focus
. . --- O
<utt>
but CC --- O
the DT --- O
disaster-prone JJ --- O
nation NN --- O
– NNP --- O
which WDT --- O
sees VBZ --- O
up IN --- O
to TO --- O
20 CD --- O
typhoons NNS --- O
a DT --- O
year NN --- O
– NN --- O
was VBD --- O
spared VBN --- O
from IN --- O
the DT --- O
extreme JJ --- O
death NN --- O
and CC --- O
devastation NN --- O
of IN --- O
last JJ --- B.time
year NN --- I.time
’ VBD --- O
s JJ --- O
typhoon NN --- B.event.flood
haiyan NNP --- I.event.flood
, , --- O
which WDT --- O
killed VBD --- O
over IN --- B.dmg.ppl.kill
6,000 CD --- I.dmg.ppl.kill
people NNS --- O
and CC --- O
displaced VBN --- O
around IN --- B.dmg.ppl.evac
4 CD --- I.dmg.ppl.evac
million CD --- I.dmg.ppl.evac
, , --- O
thanks NNS --- O
to TO --- O
evacuation NN --- O
and CC --- O
national JJ --- O
preparedness NN --- O
strategies NNS --- O
that WDT --- O
saw VBD --- O
aid NN --- O
and CC --- O
government NN --- O
agencies NNS --- O
deliver VBP --- O
provisions NNS --- B.resp.supply
and CC --- O
supplies NNS --- B.resp.supply
ahead RB --- O
of IN --- O
the DT --- O
storm NN --- O
. . --- O
<utt>
hagupit NNP --- B.event.flood
, , --- O
which WDT --- O
is VBZ --- O
named VBN --- O
“ JJ --- O
ruby NNP --- B.event.flood
” NN --- O
in IN --- O
the DT LOCATION O
philippines NNPS LOCATION B.loc.focus
, , --- O
was VBD --- O
the DT --- B.event.flood
most RBS --- I.event.flood
powerful JJ --- I.event.flood
storm NN --- I.event.flood
to TO --- O
hit VB --- O
the DT --- O
country NN --- O
this DT --- B.time
year NN --- I.time
. . --- O
<utt>
a DT --- O
category NN --- O
3 CD --- O
typhoon NN --- B.event.flood
when WRB --- O
it PRP --- O
made VBD --- O
landfall NN --- B.event.flood
on IN --- O
eastern JJ --- B.loc.focus
samar NNP --- I.loc.focus
island NN --- I.loc.focus
on IN --- O
saturday NNP DATE B.time
night NN TIME I.time
– VBZ --- O
the DT --- O
same JJ --- O
place NN --- O
last JJ --- B.time
year NN --- I.time
’ VBD --- O
s JJ --- O
typhoon NN --- B.event.flood
haiyan NNP --- I.event.flood
first RB --- O
struck VBD --- O
– JJ --- O
hagupit NNP --- O
is VBZ --- O
thought VBN --- O
to TO --- O
have VB --- O
destroyed VBN --- O
around IN --- O
80 CD PERCENT B.dmg.prop
% NN PERCENT I.dmg.prop
of IN --- I.dmg.prop
all PDT --- I.dmg.prop
the DT --- I.dmg.prop
homes NNS --- I.dmg.prop
along IN --- O
some DT --- O
coastal JJ --- O
areas NNS --- O
, , --- O
where WRB --- O
it PRP --- O
also RB --- O
washed VBD --- O
away RB --- O
rice JJ --- B.dmg.prop
crops NNS --- I.dmg.prop
, , --- O
reuters NNP ORGANIZATION O
reported VBD --- O
. . --- O
<utt>
one CD --- O
person NN --- O
in IN --- O
dolores NNP LOCATION O
, , --- O
eastern JJ --- O
samar NNP --- O
was VBD --- O
killed VBN --- O
by IN --- O
a DT --- O
falling VBG --- O
coconut NN --- O
tree NN --- O
, , --- O
while IN --- O
two CD --- O
others NNS --- O
suffered VBD --- O
hypothermia NN --- O
and CC --- O
died VBD --- O
on IN --- O
panay NNP LOCATION O
island NN LOCATION O
on IN --- O
saturday NNP DATE O
. . --- O
<utt>
the DT --- O
storm NN --- B.event.flood
made VBD --- O
a DT --- O
second JJ --- O
landfall NN --- B.event.flood
early JJ --- O
sunday NNP DATE B.time
and CC --- O
was VBD --- O
expected VBN --- O
to TO --- O
leave VB --- O
the DT --- O
philippines NNPS LOCATION O
’ NNP --- O
vicinity NN --- O
by IN --- O
wednesday NNP DATE O
or CC --- O
thursday NNP DATE O
. . --- O
<utt>
whereas IN --- O
the DT --- O
national JJ --- O
government NN --- O
was VBD --- O
criticised VBN --- O
for IN --- O
its PRP$ --- O
slow JJ --- O
relief NN --- O
and CC --- O
debris-clearance NN --- O
efforts NNS --- O
after IN --- O
haiyan NNP PERSON O
, , --- O
this DT --- O
year NN --- O
military JJ --- O
troops NNS --- O
were VBD --- O
on IN --- O
hand NN --- O
to TO --- O
help VB --- O
clear JJ --- O
roads NNS --- O
and CC --- O
the DT --- O
air NN --- O
force NN --- O
was VBD --- O
on IN --- O
standby NN --- O
to TO --- O
help VB --- O
deliver VB --- O
aid NN --- B.resp.supply
or CC --- O
participate VB --- O
in IN --- O
rescue NN --- B.resp.supply
missions NNS --- O
ahead RB --- O
of IN --- O
time NN --- O
, , --- O
local JJ --- O
media NNS --- O
reported VBN --- O
. . --- O
<utt>
around IN --- B.dmg.ppl.evac
1.2 CD --- I.dmg.ppl.evac
million CD --- I.dmg.ppl.evac
people NNS --- O
were VBD --- O
evacuated VBN --- O
to TO --- O
1,500 CD --- O
centres NNS --- O
across IN --- O
the DT --- O
central JJ LOCATION B.loc.focus
philippines NNPS LOCATION I.loc.focus
in IN --- O
advance NN --- O
of IN --- O
the DT --- O
storm NN --- B.event.flood
. . --- O
<utt>
one CD --- O
evacuation NN --- O
centre NN --- O
on IN --- O
samar NNP --- O
island NN --- O
made VBD --- O
headlines NNS --- O
after IN --- O
23 CD --- O
- : --- O
year-old JJ --- O
marilyn NNP PERSON O
ramonolos NNP PERSON O
safely RB --- O
delivered VBD --- O
a DT --- O
baby NN --- O
without IN --- O
power NN --- O
or CC --- O
a DT --- O
doctor NN --- O
, , --- O
later RB --- O
naming VBG --- O
her PRP$ --- O
ruby NNP --- O
. . --- O
<utt>
jo NNP PERSON O
ignacio NNP PERSON O
, , --- O
emergency NN --- O
coordinator NN --- O
for IN --- O
the DT --- O
aid NN --- O
arm NN --- O
of IN --- O
the DT --- O
filipino NNP --- O
church NN --- O
, , --- O
caritas NNP LOCATION O
philippines NNPS LOCATION O
, , --- O
said VBD --- O
last JJ --- O
year NN --- O
’ VBD --- O
s JJ --- O
typhoon NN --- O
had VBD --- O
created VBN --- O
anxiety NN --- O
about IN --- O
what WP --- O
to TO --- O
expect VB --- O
from IN --- O
future JJ --- O
storms NNS --- O
, , --- O
amid IN --- O
fears NNS --- O
survivors NNS --- O
would MD --- O
be VB --- O
left VBN --- O
reeling VBG --- O
as IN --- O
they PRP --- O
had VBD --- O
been VBN --- O
last JJ --- O
year NN --- O
. . --- O
<utt>
“ NNS --- O
but CC --- O
hagupit NNP --- O
coming VBG --- O
so RB --- O
soon RB --- O
after IN --- O
typhoon NN --- O
haiyan NNP --- O
hasn NN --- O
’ NNP --- O
t NN --- O
defeated VBD --- O
us PRP --- O
, , --- O
” VBZ --- O
he PRP --- O
said VBD --- O
. . --- O
<utt>
“ NN --- O
we PRP --- O
filipinos NNPS --- O
have VBP --- O
a DT --- O
deep JJ --- O
sense NN --- O
of IN --- O
supporting VBG --- O
each DT --- O
other JJ --- O
and CC --- O
taking VBG --- O
care NN --- O
of IN --- O
vulnerable JJ --- O
people NNS --- O
. . --- O
<utt>
our PRP$ --- O
aim NN --- O
is VBZ --- O
to TO --- O
survive VB --- O
. . --- O
<utt>
” JJ --- O
relief NNP --- O
agencies NNS --- O
had VBD --- O
stockpiled VBN --- O
dry JJ --- O
goods NNS --- O
, , --- O
bottled JJ --- O
water NN --- O
, , --- O
tarpaulins NNS --- O
and CC --- O
blankets NNS --- O
in IN --- O
preparation NN --- O
for IN --- O
the DT --- O
storm NN --- O
, , --- O
with IN --- O
various JJ --- O
aid NN --- O
groups NNS --- O
on IN --- O
standby NNS --- O
in IN --- O
location NN --- O
to TO --- O
help VB --- O
assess VB --- O
damage NN --- O
and CC --- O
assist NN --- O
in IN --- O
relief NN --- O
efforts NNS --- O
. . --- O
<utt>
oxfam NNP --- O
’ NNP --- O
s NN --- O
philippines NNP LOCATION O
director NN --- O
said VBD --- O
the DT --- O
government NN --- O
had VBD --- O
learned VBN --- O
its PRP$ --- O
lessons NNS --- O
from IN --- O
haiyan NNP LOCATION O
in IN --- O
terms NNS --- O
of IN --- O
disaster NN --- O
preparedness NN --- O
and CC --- O
as IN --- O
a DT --- O
result NN --- O
, , --- O
had VBD --- O
been VBN --- O
communicating VBG --- O
with IN --- O
the DT --- O
public NN --- O
about IN --- O
what WP --- O
to TO --- O
expect VB --- O
and CC --- O
where WRB --- O
to TO --- O
go VB --- O
. . --- O
<utt>
a DT --- O
typhoon NN --- O
victim NN --- O
in IN --- O
the DT LOCATION O
philippines NNPS LOCATION O
pleads NNS --- O
for IN --- O
help NN --- O
in IN --- O
the DT --- O
town NN --- O
of IN --- O
taft NNP LOCATION O
, , --- O
samar NNP --- O
island NN --- O
, , --- O
after IN --- O
typhoon NN --- B.event.flood
hagupit NNP --- I.event.flood
knocked VBD --- O
out RP --- O
power NN --- B.dmg.prop
and CC --- O
flattened JJ --- O
houses NNS --- B.dmg.prop
. . --- O
<utt>
photograph NN --- O
: : --- O
francis NNP PERSON O
r NNP PERSON O
malasig NNP PERSON O
/ NNP --- O
epa NNP ORGANIZATION O
“ VBZ --- O
the DT --- O
government NN --- O
has VBZ --- O
been VBN --- O
issuing VBG --- O
messages NNS --- O
continuously RB --- O
around IN --- O
wind NN --- O
speeds NNS --- O
and CC --- O
rainfall NN --- O
but CC --- O
also RB --- O
around IN --- O
storm NN --- O
surges NNS --- O
and CC --- O
the DT --- O
likely JJ --- O
areas NNS --- O
and CC --- O
the DT --- O
likely JJ --- O
heights NNS --- O
, , --- O
and CC --- O
that DT --- O
has VBZ --- O
helped VBN --- O
people NNS --- O
prepare VBP --- O
better JJR --- O
for IN --- O
such JJ --- O
a DT --- O
typhoon NN --- O
, , --- O
” NNP --- O
justin NNP PERSON O
morgan NNP PERSON O
told VBD --- O
the DT --- O
guardian NNP --- O
. . --- O
<utt>
a DT --- O
dozen NN --- O
countries NNS --- O
have VBP --- O
already RB --- O
pledged VBN --- O
assistance NN --- B.resp.supply
to TO --- O
help VB --- O
the DT --- O
philippines NNPS LOCATION O
recover NN --- O
from IN --- O
the DT --- O
damage NN --- O
, , --- O
among IN --- O
them PRP --- O
the DT --- O
us NNP LOCATION O
, , --- O
the DT --- O
uk NNP ORGANIZATION O
, , --- O
australia NNP LOCATION O
, , --- O
china NNP LOCATION O
and CC --- O
japan NNP LOCATION O
. . --- O
<utt>
in IN --- O
an DT --- O
address NN --- O
prior RB --- O
to TO --- O
the DT --- O
storm NN --- B.event.flood
’ NNP --- O
s NN --- O
first RB --- O
landfall DT --- B.event.flood
saturday NNP DATE B.time
, , --- O
president NNP --- O
benigno NNP PERSON O
aquino NNP PERSON O
iii NNP PERSON O
asked VBD --- O
the DT --- O
nation NN --- O
to TO --- O
stay VB --- O
focussed VBN --- O
and CC --- O
help VB --- O
one CD --- O
another DT --- O
despite IN --- O
their PRP$ --- O
fatigue NN --- O
from IN --- O
natural JJ --- O
disasters NNS --- O
. . --- O
<utt>
“ IN --- O
all DT --- O
of IN --- O
us PRP --- O
here RB --- O
were VBD --- O
looking VBG --- O
forward RB --- O
to TO --- O
having VBG --- O
a DT --- O
quiet JJ --- O
christmas NNP --- O
this DT --- O
year NN --- O
, , --- O
to TO --- O
taking VBG --- O
a DT --- O
breather NN --- O
and CC --- O
finding VBG --- O
the DT --- O
time NN --- O
to TO --- O
recharge VB --- O
for IN --- O
2015 CD DATE O
, , --- O
” CC --- O
he PRP --- O
said VBD --- O
. . --- O
<utt>
we PRP --- O
must MD --- O
do VB --- O
our PRP$ --- O
utmost NN --- O
– NN --- O
leave VBP --- O
nothing NN --- O
to TO --- O
chance NN --- O
, , --- O
improve VB --- O
where WRB --- O
we PRP --- O
can MD --- O
, , --- O
and CC --- O
match VB --- O
what WP --- O
we PRP --- O
have VBP --- O
done VBN --- O
so RB --- O
well RB --- O
in IN --- O
the DT --- O
past NN --- O
. . --- O
<utt>
” NN --- O
this DT --- O
year NN --- O
’ VBZ --- O
s JJ --- O
preparations NNS --- O
made VBD --- O
a DT --- O
huge JJ --- O
difference NN --- O
in IN --- O
how WRB --- O
people NNS --- O
approached VBD --- O
the DT --- O
typhoon NN --- O
warnings NNS --- O
, , --- O
as IN --- O
aid NN --- O
agencies NNS --- O
reported VBD --- O
“ JJ --- O
virtual JJ --- O
parades NNS --- O
” IN --- O
of IN --- O
people NNS --- O
leaving VBG --- O
their PRP$ --- O
homes NNS --- O
for IN --- O
evacuation NN --- O
centres NNS --- O
, , --- O
by IN --- O
foot NN --- O
, , --- O
car NN --- O
and CC --- O
tricycle NN --- O
. . --- O
<utt>
as IN --- O
a DT --- O
result NN --- O
, , --- O
said VBD --- O
rhea NNP PERSON O
estuna NNP PERSON O
, , --- O
29 CD --- O
, , --- O
“ NN --- O
there EX --- O
were VBD --- O
no DT --- O
bodies NNS --- O
scattered VBN --- O
on IN --- O
the DT --- O
ground NN --- O
, , --- O
no DT --- O
big JJ --- O
mounds NNS --- O
of IN --- O
debris NN --- O
, , --- O
” NN --- O
when WRB --- O
she PRP --- O
looked VBD --- O
out RP --- O
the DT --- O
window NN --- O
sunday NNP DATE O
of IN --- O
her PRP$ --- O
evacuation NN --- O
centre NN --- O
in IN --- O
tacloban NNP LOCATION O
, , --- O
expecting VBG --- O
to TO --- O
see VB --- O
the DT --- O
worst JJS --- O
. . --- O
<utt>
“ JJ --- O
thanks NNS --- O
to TO --- O
god NNP --- O
, , --- O
this DT --- O
typhoon NN --- O
wasn NN --- O
’ NNP --- O
t NN --- O
as IN --- O
violent NN --- O
. . --- O
<utt>
” NN --- O
hagupit NNP --- B.event.flood
is VBZ --- O
expected VBN --- O
to TO --- O
make VB --- O
a DT --- O
third JJ --- O
landfall NN --- B.event.flood
on IN --- O
sibuyan NNP --- B.loc.other
island NN --- I.loc.other
, , --- O
population NN --- O
56,000 CD --- O
, , --- O
with IN --- O
gusts NNS --- O
up RB --- O
to TO --- O
170 CD --- O
kph NNS --- O
and CC --- O
a DT --- O
storm NN --- O
surge NN --- O
as RB --- O
high JJ --- O
as IN --- O
3 CD --- O
m NN --- O
, , --- O
early RB --- O
on IN --- O
monday NNP DATE B.time
morning NN TIME I.time
. . --- O
<utt>
typhoon NNP --- B.event.flood
haiyan NNP --- I.event.flood
survivors NNS --- O
struggle VBP --- O
to TO --- O
make VB --- O
sense NN --- O
of IN --- O
shattered JJ --- O
world NN --- O
. . --- O
<utt>
the DT --- O
power NN --- O
cut VBD --- O
out RP --- O
at IN --- O
10 CD --- O
pm NN --- O
, , --- O
but CC --- O
flora NNP PERSON O
paraskovich NNP PERSON O
had VBD --- O
enough JJ --- O
charge NN --- O
left VBD --- O
in IN --- O
her PRP$ --- O
laptop JJ --- O
to TO --- O
watch VB --- O
the DT --- O
gathering NN --- O
storm NN --- O
as IN --- O
it PRP --- O
inched VBD --- O
across IN --- O
the DT --- O
screen NN --- O
