she PRP --- O
is VBZ --- O
just RB --- O
happy JJ --- O
to TO --- O
be VB --- O
alive JJ --- O
, , --- O
and CC --- O
that IN --- O
“ NN --- O
when WRB --- O
i PRP --- O
saw VBD --- O
our PRP$ --- O
house NN --- O
totally RB --- O
damaged VBN --- O
, , --- O
i PRP --- O
thought VBD --- O
‘ RB --- O
material JJ --- O
things NNS --- O
are VBP --- O
useless JJ --- O
. . --- O
<utt>
’ VB --- O
” JJ --- O
time NNP --- O
heals NNS --- O
everything NN --- O
, , --- O
she PRP --- O
observed VBD --- O
, , --- O
adding VBG --- O
that IN --- O
she PRP --- O
is VBZ --- O
“ JJ --- O
very RB --- O
, , --- O
very RB --- O
” JJ --- O
happy JJ --- O
with IN --- O
her PRP$ --- O
life NN --- O
right RB --- O
now RB --- O
. . --- O
<utt>
pope NNP --- O
francis NNP PERSON O
regretfully RB --- O
had VBD --- O
to TO --- O
cut VB --- O
his PRP$ --- O
visit NN --- O
to TO --- O
the DT --- O
philippine NNP --- O
island NN --- O
of IN --- O
leyte NNP LOCATION O
short JJ --- O
due JJ --- O
to TO --- O
mounting VBG --- O
concern NN --- O
over IN --- O
bad JJ --- O
weather NN --- O
from IN --- O
an DT --- O
inbound NN --- O
typhoon NN --- O
. . --- O
<utt>
his PRP$ --- O
schedule NN --- O
had VBD --- O
previously RB --- O
been VBN --- O
moved VBN --- O
up RP --- O
by IN --- O
45 CD --- O
minutes NNS --- O
in IN --- O
order NN --- O
to TO --- O
avoid VB --- O
the DT --- O
storm NN --- O
. . --- O
<utt>
although IN --- O
he PRP --- O
left VBD --- O
early RB --- O
, , --- O
the DT --- O
pontiff NN --- O
was VBD --- O
able JJ --- O
to TO --- O
keep VB --- O
his PRP$ --- O
scheduled JJ --- O
appointment NN --- O
for IN --- O
lunch NN --- O
with IN --- O
a DT --- O
group NN --- O
of IN --- O
survivors NNS --- O
of IN --- O
typhoon NNP --- O
yolanda NNP PERSON O
and CC --- O
also RB --- O
met VBN --- O
with IN --- O
a DT --- O
fisherman NN --- O
and CC --- O
his PRP$ --- O
family NN --- O
, , --- O
giving VBG --- O
them PRP --- O
a DT --- O
blessing NN --- O
. . --- O
<utt>
the DT --- O
pope NNP --- O
had VBD --- O
been VBN --- O
scheduled VBN --- O
to TO --- O
bless VB --- O
the DT --- O
pope NNP --- O
francis NNP PERSON O
center NNP PERSON O
for IN --- O
the DT --- O
poor NNP --- O
. . --- O
<utt>
due JJ --- O
to TO --- O
the DT --- O
accelerated JJ --- O
schedule NN --- O
, , --- O
he PRP --- O
blessed VBD --- O
the DT --- O
center NN --- O
from IN --- O
his PRP$ --- O
popemobile NN --- O
as IN --- O
he PRP --- O
drove VBD --- O
past RB --- O
en JJ --- O
route NN --- O
to TO --- O
the DT --- O
airport NN --- O
. . --- O
<utt>
he PRP --- O
was VBD --- O
also RB --- O
slated VBN --- O
to TO --- O
meet VB --- O
with IN --- O
priests NNS --- O
, , --- O
religious JJ --- O
, , --- O
seminarians NNS --- O
and CC --- O
survivors NNS --- O
of IN --- O
the DT --- O
disastrous JJ --- O
2013 CD DATE B.time
typhoon NNP ORGANIZATION B.event.flood
yolanda NNP ORGANIZATION I.event.flood
. . --- O
<utt>
while IN --- O
he PRP --- O
met VBD --- O
with IN --- O
them PRP --- O
briefly NN --- O
, , --- O
he PRP --- O
was VBD --- O
not RB --- O
able JJ --- O
to TO --- O
deliver VB --- O
his PRP$ --- O
prepared JJ --- O
remarks NNS --- O
, , --- O
due JJ --- O
to TO --- O
his PRP$ --- O
early JJ --- O
departure NN --- O
. . --- O
<utt>
amid NNP --- O
typhoon NN --- O
’ NNP --- O
s NN --- O
devastation NN --- O
, , --- O
pope NN --- O
tells NNS --- O
survivors NNS --- O
they PRP --- O
are VBP --- O
not RB --- O
alone RB --- O
- : --- O
catholic JJ ORGANIZATION O
standard NNP ORGANIZATION O
. . --- O
<utt>
fourteen JJ --- O
months NNS --- O
after IN --- O
typhoon NNP PERSON B.event.flood
haiyan NNP PERSON I.event.flood
devastated VBD --- O
much RB --- O
of IN --- O
the DT --- O
central JJ --- B.loc.focus
philippines NNPS LOCATION I.loc.focus
, , --- O
pope NNP PERSON O
francis NNP PERSON O
braved VBD --- O
a DT --- O
tropical JJ --- O
storm NN --- O
to TO --- O
encourage VB --- O
survivors NNS --- O
in IN --- O
their PRP$ --- O
ongoing JJ --- O
work NN --- O
of IN --- O
recovery NN --- O
. . --- O
<utt>
the DT --- O
weather NN --- O
forced VBD --- O
him PRP --- O
to TO --- O
leave VB --- O
the DT --- O
area NN --- O
hours NNS --- O
ahead RB --- O
of IN --- O
schedule NN --- O
, , --- O
so IN --- O
he PRP --- O
made VBD --- O
up RP --- O
for IN --- O
reduced VBN --- O
contact NN --- O
with IN --- O
words NNS --- O
and CC --- O
gestures NNS --- O
of IN --- O
characteristic JJ --- O
spontaneity NN --- O
and CC --- O
emotional JJ --- O
directness NN --- O
. . --- O
<utt>
the DT --- O
pope NN --- O
arrived VBD --- O
at IN --- O
tacloban NNP LOCATION O
international NNP LOCATION O
airport NNP LOCATION O
a DT --- O
little JJ --- O
before RB --- O
9 CD TIME O
a.m. NN TIME O
jan. NNP DATE O
17 CD DATE O
, , --- O
after IN --- O
a DT --- O
bumpy NN --- O
75 CD --- O
- : --- O
minute-long JJ --- O
flight NN --- O
from IN --- O
manila NNP LOCATION O
. . --- O
<utt>
for IN --- O
his PRP$ --- O
short JJ --- O
ride NN --- O
in IN --- O
an DT --- O
open-sided JJ --- O
popemobile NN --- O
to TO --- O
the DT --- O
site NN --- O
of IN --- O
the DT --- O
open-air JJ --- O
mass NNP --- O
, , --- O
he PRP --- O
donned VBD --- O
the DT --- O
same JJ --- O
kind NN --- O
of IN --- O
yellow JJ --- O
plastic NN --- O
poncho NN --- O
worn VBN --- O
by IN --- O
the DT --- O
hundreds NNS --- O
of IN --- O
thousands NNS --- O
of IN --- O
people NNS --- O
awaiting VBG --- O
him PRP --- O
in IN --- O
the DT --- O
rain NN --- O
. . --- O
<utt>
he PRP --- O
kept VBD --- O
the DT --- O
poncho NN --- O
on IN --- O
while IN --- O
he PRP --- O
celebrated VBD --- O
mass NNP --- O
, , --- O
as IN --- O
strong JJ --- O
winds NNS --- O
blew NN --- O
. . --- O
<utt>
for IN --- O
his PRP$ --- O
homily NN --- O
, , --- O
the DT --- O
pope NN --- O
abandoned VBD --- O
his PRP$ --- O
prepared JJ --- O
english NNP --- O
text NN --- O
to TO --- O
improvise VB --- O
in IN --- O
his PRP$ --- O
native JJ --- O
spanish JJ --- O
with IN --- O
the DT --- O
aid NN --- O
of IN --- O
an DT --- O
interpreter NN --- O
. . --- O
<utt>
he PRP --- O
recalled VBD --- O
his PRP$ --- O
initial JJ --- O
reaction NN --- O
, , --- O
on IN --- O
nov. NNP DATE B.time
8 CD DATE I.time
, , DATE I.time
2013 CD DATE I.time
, , --- O
to TO --- O
the DT --- O
typhoon NN --- B.event.flood
that WDT --- O
claimed VBD --- O
some DT --- O
more JJR --- B.dmg.ppl.kill
than IN --- I.dmg.ppl.kill
7,300 CD --- I.dmg.ppl.kill
lives NNS --- O
and CC --- O
destroyed VBD --- O
more JJR --- B.dmg.prop
than IN --- I.dmg.prop
1 CD --- I.dmg.prop
million CD --- I.dmg.prop
homes NNS --- I.dmg.prop
. . --- O
<utt>
“ NN --- O
when WRB --- O
i PRP --- O
saw VBD --- O
that IN --- O
catastrophe NN --- O
from IN --- O
rome NNP LOCATION O
, , --- O
i PRP --- O
felt VBD --- O
that IN --- O
i PRP --- O
had VBD --- O
to TO --- O
be VB --- O
here RB --- O
, , --- O
and CC --- O
on IN --- O
that DT --- O
day NN --- O
i PRP --- O
decided VBD --- O
to TO --- O
be VB --- O
here RB --- O
. . --- O
<utt>
now RB --- O
i PRP --- O
have VBP --- O
come VBN --- O
to TO --- O
be VB --- O
with IN --- O
you PRP --- O
-- : --- O
a DT --- O
little JJ --- O
bit NN --- O
late JJ --- O
, , --- O
but CC --- O
i PRP --- O
am VBP --- O
here RB --- O
, , --- O
” VBZ --- O
the DT --- O
pope NN --- O
said VBD --- O
. . --- O
<utt>
“ NN --- O
i PRP --- O
have VBP --- O
come VBN --- O
to TO --- O
tell VB --- O
you PRP --- O
that IN --- O
jesus NNP --- O
is VBZ --- O
lord NNP --- O
and CC --- O
he PRP --- O
never RB --- O
lets VBZ --- O
us PRP --- O
down RP --- O
. . --- O
<utt>
' '' --- O
father NNP --- O
, , --- O
' '' --- O
you PRP --- O
might MD --- O
say VB --- O
to TO --- O
me PRP --- O
, , --- O
' '' --- O
he PRP --- O
defrauded VBD --- O
me PRP --- O
, , --- O
because IN --- O
i PRP --- O
lost VBD --- O
my PRP$ --- O
house NN --- O
, , --- O
i PRP --- O
lost VBD --- O
what WP --- O
i PRP --- O
had VBD --- O
, , --- O
i PRP --- O
am VBP --- O
sick JJ --- O
. . --- O
<utt>
' '' --- O
that DT --- O
's VBZ --- O
true JJ --- O
, , --- O
if IN --- O
you PRP --- O
would MD --- O
say VB --- O
that IN --- O
, , --- O
and CC --- O
i PRP --- O
respect VBP --- O
those DT --- O
sentiments NNS --- O
. . --- O
<utt>
but CC --- O
i PRP --- O
see VBP --- O
him PRP --- O
there RB --- O
nailed VBD --- O
to TO --- O
the DT --- O
cross NN --- O
and CC --- O
from IN --- O
there RB --- O
he PRP --- O
does VBZ --- O
not RB --- O
let VB --- O
us PRP --- O
down RP --- O
, , --- O
” JJ --- O
pope NNP --- O
francis NNP PERSON O
said VBD --- O
. . --- O
<utt>
“ NNS --- O
so RB --- O
many JJ --- O
of IN --- O
you PRP --- O
have VBP --- O
lost VBN --- O
everything NN --- O
i PRP --- O
don VBP --- O
’ JJ --- O
t NN --- O
know VBP --- O
what WP --- O
to TO --- O
say VB --- O
to TO --- O
you PRP --- O
. . --- O
<utt>
but CC --- O
he PRP --- O
does VBZ --- O
know VB --- O
what WP --- O
to TO --- O
say VB --- O
to TO --- O
you PRP --- O
, , --- O
” VB --- O
the DT --- O
pope NN --- O
said VBD --- O
. . --- O
<utt>
“ NN --- O
and CC --- O
beside VB --- O
him PRP --- O
on IN --- O
the DT --- O
cross NN --- O
was VBD --- O
his PRP$ --- O
mother NN --- O
, , --- O
” VBP --- O
the DT --- O
pope NN --- O
said VBD --- O
, , --- O
pointing VBG --- O
to TO --- O
a DT --- O
statue NN --- O
of IN --- O
mary NNP ORGANIZATION O
holding VBG --- O
the DT --- O
baby NN --- O
jesus NNP --- O
. . --- O
<utt>
“ IN --- O
we PRP --- O
are VBP --- O
like IN --- O
that DT --- O
little JJ --- O
child NN --- O
there RB --- O
. . --- O
<utt>
in IN --- O
moments NNS --- O
of IN --- O
pain NN --- O
, , --- O
when WRB --- O
we PRP --- O
no RB --- O
longer RBR --- O
understand VB --- O
and CC --- O
want VB --- O
to TO --- O
rebel VB --- O
, , --- O
all DT --- O
we PRP --- O
can MD --- O
do VB --- O
is VBZ --- O
grab VB --- O
hold NN --- O
of IN --- O
her PRP$ --- O
hand NN --- O
firmly RB --- O
and CC --- O
tell VB --- O
her PRP$ --- O
' '' --- O
mom NN --- O
, , --- O
' '' --- O
as IN --- O
a DT --- O
child NN --- O
says VBZ --- O
to TO --- O
his PRP$ --- O
mother NN --- O
when WRB --- O
he PRP --- O
is VBZ --- O
afraid JJ --- O
. . --- O
<utt>
maybe RB --- O
that DT --- O
is VBZ --- O
the DT --- O
only JJ --- O
word NN --- O
we PRP --- O
can MD --- O
say VB --- O
in IN --- O
such JJ --- O
difficult JJ --- O
times NNS --- O
: : --- O
' '' --- O
mother NN --- O
, , --- O
mom NN --- O
. . --- O
<utt>
” JJ --- O
" NNP --- O
pope NNP --- O
francis NNP PERSON O
concluded VBD --- O
on IN --- O
a DT --- O
solemn NN --- O
yet RB --- O
hopeful JJ --- O
note NN --- O
, , --- O
drawing VBG --- O
a DT --- O
link NN --- O
between IN --- O
the DT --- O
consolation NN --- O
of IN --- O
faith NN --- O
and CC --- O
the DT --- O
solidarity NN --- O
among IN --- O
those DT --- O
working VBG --- O
to TO --- O
rebuild VB --- O
the DT --- O
area NN --- O
. . --- O
<utt>
“ NN --- O
we PRP --- O
have VBP --- O
a DT --- O
mother NN --- O
, , --- O
we PRP --- O
have VBP --- O
our PRP$ --- O
older JJR --- O
brother NN --- O
jesus NNP --- O
, , --- O
we PRP --- O
are VBP --- O
not RB --- O
alone RB --- O
, , --- O
” VBD --- O
the DT --- O
pope NN --- O
said VBD --- O
. . --- O
<utt>
“ NN --- O
we PRP --- O
also RB --- O
have VBP --- O
many JJ --- O
brothers NNS --- O
who WP --- O
in IN --- O
this DT --- O
moment NN --- O
of IN --- O
catastrophe NN --- O
came VBD --- O
to TO --- O
help VB --- O
us PRP --- O
. . --- O
<utt>
and CC --- O
we PRP --- O
, , --- O
too RB --- O
, , --- O
feel VB --- O
more RBR --- O
like IN --- O
brothers NNS --- O
and CC --- O
sisters NNS --- O
because IN --- O
we PRP --- O
have VBP --- O
helped VBN --- O
each DT --- O
other JJ --- O
. . --- O
<utt>
” JJ --- O
“ NNP --- O
let NNP --- O
us PRP --- O
move VB --- O
forward RB --- O
, , --- O
always RB --- O
forward RB --- O
, , --- O
and CC --- O
walk VB --- O
together RB --- O
as IN --- O
brothers NNS --- O
and CC --- O
sisters NNS --- O
in IN --- O
the DT --- O
lord NNP --- O
, , --- O
” NNP --- O
he PRP --- O
said VBD --- O
, , --- O
before IN --- O
the DT --- O
entire JJ --- O
congregation NN --- O
observed VBD --- O
a DT --- O
moment NN --- O
of IN --- O
silence NN --- O
. . --- O
<utt>
after IN --- O
the DT --- O
pope NN --- O
’ NNP --- O
s NN --- O
departure NN --- O
, , --- O
strong JJ --- O
winds NNS --- O
caused VBD --- O
scaffolding VBG --- O
in IN --- O
an DT --- O
area NN --- O
near IN --- O
the DT --- O
altar NN --- O
to TO --- O
fall VB --- O
and CC --- O
hit VB --- O
two CD --- O
women NNS --- O
. . --- O
<utt>
the DT --- O
accident NN --- O
killed VBD --- O
kristel NNP PERSON O
padasas NNP PERSON O
, , --- O
27 CD --- O
, , --- O
of IN --- O
manila NNP LOCATION O
, , --- O
a DT --- O
catholic NNP ORGANIZATION O
relief NNP ORGANIZATION O
services NNPS ORGANIZATION O
employee NN --- O
on IN --- O
a DT --- O
typhoon NNP --- O
haiyan NNP --- O
recovery NN --- O
project NN --- O
who WP --- O
had VBD --- O
attended VBN --- O
the DT --- O
papal JJ --- O
mass NNP --- O
as IN --- O
a DT --- O
volunteer NN --- O
. . --- O
<utt>
jesuit NNP --- O
father NNP --- O
federico NNP PERSON O
lombardi NNP PERSON O
told VBD --- O
reporters NNS --- O
later RBR --- O
in IN --- O
the DT --- O
day NN --- O
that IN --- O
pope NNP --- O
francis NNP PERSON O
was VBD --- O
consulting VBG --- O
with IN --- O
advisers NNS --- O
on IN --- O
the DT --- O
best JJS --- O
way NN --- O
to TO --- O
reach VB --- O
out RP --- O
to TO --- O
the DT --- O
dead JJ --- O
woman NN --- O
’ NNP --- O
s VBD --- O
family NN --- O
. . --- O
<utt>
the DT --- O
accident NN --- O
left VBD --- O
the DT --- O
other JJ --- O
woman NN --- O
, , --- O
darla NNP PERSON O
santos NNP PERSON O
, , --- O
19 CD --- O
, , --- O
with IN --- O
a DT --- O
dislocated JJ --- O
hip NN --- O
. . --- O
<utt>
the DT --- O
pope NN --- O
carried VBD --- O
out IN --- O
all PDT --- O
the DT --- O
remaining VBG --- O
events NNS --- O
on IN --- O
his PRP$ --- O
official JJ --- O
agenda NN --- O
in IN --- O
a DT --- O
highly RB --- O
abbreviated JJ --- O
fashion NN --- O
, , --- O
so IN --- O
that IN --- O
the DT --- O
plane NN --- O
taking VBG --- O
him PRP --- O
back RB --- O
to TO --- O
manila NNP LOCATION O
could MD --- O
take VB --- O
off RP --- O
before IN --- O
the DT --- O
worst JJS --- O
of IN --- O
the DT --- O
storm NN --- O
hit VBD --- O
the DT --- O
area NN --- O
. . --- O
<utt>
at IN --- O
a DT --- O
planned JJ --- O
lunch NN --- O
with IN --- O
typhoon NN --- O
survivors NNS --- O
, , --- O
the DT --- O
pope NN --- O
managed VBD --- O
to TO --- O
taste VB --- O
some DT --- O
salad NN --- O
and CC --- O
cold JJ --- O
soup NN --- O
while IN --- O
urging VBG --- O
others NNS --- O
present JJ --- O
to TO --- O
eat VB --- O
more JJR --- O
, , --- O
cardinal NNP PERSON O
luis NNP PERSON O
antonio NNP PERSON O
tagle NNP PERSON O
of IN --- O
manila NNP LOCATION O
told VBD --- O
reporters NNS --- O
later RBR --- O
. . --- O
<utt>
a DT --- O
visit NN --- O
to TO --- O
the DT --- O
house NN --- O
of IN --- O
a DT --- O
local JJ --- O
fisherman NN --- O
, , --- O
intended VBN --- O
to TO --- O
give VB --- O
the DT --- O
pope NN --- O
a DT --- O
closer JJR --- O
look NN --- O
at IN --- O
the DT --- O
life NN --- O
of IN --- O
ordinary JJ --- O
survivors NNS --- O
, , --- O
lasted VBD --- O
10 CD --- O
minutes NNS --- O
. . --- O
<utt>
stopping VBG --- O
at IN --- O
the DT --- O
new JJ --- O
pope NNP --- O
francis NNP PERSON O
center NNP PERSON O
for IN --- O
the DT --- O
poor NNP --- O
, , --- O
which WDT --- O
had VBD --- O
been VBN --- O
built VBN --- O
with IN --- O
vatican JJ ORGANIZATION O
funds NNS --- O
, , --- O
the DT --- O
pope NN --- O
blessed VBD --- O
the DT --- O
building NN --- O
without IN --- O
getting VBG --- O
out IN --- O
of IN --- O
his PRP$ --- O
popemobile NN --- O
. . --- O
<utt>
a DT --- O
planned VBN --- O
prayer NN --- O
service NN --- O
at IN --- O
the DT --- O
cathedral NN --- O
in IN --- O
palo NNP LOCATION O
, , --- O
less JJR --- O
than IN --- O
10 CD --- O
miles NNS --- O
away RB --- O
from IN --- O
tacloban NNP LOCATION O
, , --- O
turned VBD --- O
into IN --- O
a DT --- O
brief JJ --- O
talk NN --- O
by IN --- O
the DT --- O
pope NN --- O
followed VBN --- O
by IN --- O
a DT --- O
recital NN --- O
of IN --- O
the DT --- O
hail NNP ORGANIZATION O
mary NNP ORGANIZATION O
. . --- O
<utt>
the DT --- O
pope NN --- O
also RB --- O
led VBD --- O
the DT --- O
congregation NN --- O
in IN --- O
a DT --- O
round NN --- O
of IN --- O
“ NNP --- O
happy NNP --- O
birthday NNP --- O
” NNP --- O
for IN --- O
a DT --- O
member NN --- O
of IN --- O
his PRP$ --- O
entourage NN --- O
, , --- O
cardinal NNP PERSON O
pietro NNP PERSON O
parolin NNP PERSON O
, , --- O
the DT --- O
vatican NNP ORGANIZATION O
secretary NN --- O
of IN --- O
state NN --- O
. . --- O
<utt>
( ( --- O
contributing VBG --- O
were VBD --- O
simone NNP PERSON O
orendain NNP PERSON O
in IN --- O
tacloban NNP LOCATION O
and CC --- O
cindy NNP PERSON O
wooden NNP PERSON O
in IN --- O
manila NNP LOCATION O
. . --- O
) ) --- O
<utt>
philippine JJ --- O
typhoon NN --- O
survivors NNS --- O
find VBP --- O
homes NNS --- O
in IN --- O
ruins NNS --- O
again RB --- O
daily JJ --- O
mail NNP --- O
online NNP --- O
. . --- O
<utt>
a DT --- O
year NN --- O
after IN --- O
losing VBG --- O
all PDT --- O
their PRP$ --- O
belongings NNS --- O
to TO --- O
one CD --- O
of IN --- O
the DT --- O
world NN --- O
's POS --- O
strongest JJS --- O
storms NNS --- O
, , --- O
thousands NNS --- O
of IN --- O
weary JJ --- O
people NNS --- O
in IN --- O
the DT LOCATION O
philippines NNPS LOCATION O
emerged VBD --- O
from IN --- O
evacuation NN --- O
shelters NNS --- O
on IN --- O
sunday NNP DATE O
to TO --- O
find VB --- O
their PRP$ --- O
homes NNS --- O
again RB --- O
in IN --- O
ruins NNS --- O
. . --- O
<utt>
typhoon NNP --- B.event.flood
hagupit NNP --- I.event.flood
hit VBD --- O
the DT --- O
central JJ LOCATION B.loc.focus
philippines NNPS LOCATION I.loc.focus
late RB --- O
on IN --- O
saturday NNP DATE O
with IN --- O
gusts NNS --- O
of IN --- O
210 CD --- O
